stat_1;stat_2;stat_3;stat_4;stat_5;stat_6;stat_7;stat_8;y
33.237371155793255;3.0;-0.18619685464708557;0.345661725116465313;0.1568621291572737;2.4222781293313735;2.0916430694979264;2.0916430694979264;0
31.442960801567747;4.0;1.1906668762266805;-1.7873770309264017;2.315938161292306;-0.1694544151971542;3.4333847084553244;3.4333847084553244;0
33.82014306884216;2.0;0.7063500512667886;1.4370747012187108;0.3285606098845124;1.883888050863558;0.8807648669315202;0.8807648669315202;1
32.10022355918986;;1.7244610759515933;-0.2664649816685576;52.409803690666195;-0.320023261151275;1.8765002702415727;1.8765002702415727;0
33.219532464001695;;2.2602900665292873;1.1367863989758449;1.75004037508893;-0.11589474020139723;0.6020355248513038;0.6020355248513038;0
33.89279649428146;0.0;1.4021469521887404;3.2254994974033133;0.5066902950954775;1.110067613738262;-1.2038580828349161;-1.2038580828349161;1
;4.0;0.04448690903068231;-1.0756076299770991;0.6026407367859637;2.182544596737772;3.517955387135922;3.517955387135922;0
34.5900928146298;0.0;-0.6430089510829913;4.473521878865588;-1.4479082675732564;3.6114309097488193;55.19866647575115;-1.788800334790944;0
32.62279852784855;3.0;1.3626217517559756;0.18685071156939748;1.5601466788678415;0.4071300884372253;1.6568467265312674;1.6568467265312674;1
32.2443937988009;3.0;1.3221667680919804;-0.26345470319917186;1.7850619288405847;0.1944422219663522;2.02548544122215;2.02548544122215;0
32.020533837428125;3.0;1.0571849491963627;-0.07319498452861861;1.6809583718147936;;1.8128144125442938;1.8128144125442938;1
34.949713043022236;1.0;2.7958971975502047;2.230556917017883;1.112255470604865;0.5710030543530451;-0.13218419111452961;-0.13218419111452961;1
32.50019252221413;2.0;0.08084072277060805;1.5478290020811054;0.5207295466385158;1.5118859330750727;0.47671524986782954;0.47671524986782954;0
34.99717739798826;2.0;1.7724655743019015;1.832799995223654;0.4363752933275101;1.6676796077439544;0.5765618538547754;0.5765618538547754;1
30.94487536279852;2.0;0.7913399291106072;0.6796152699260231;1.9070345970114602;-0.31655629864299506;0.7057450174857376;0.7057450174857376;0
34.12663121363798;3.0;1.3183046861552052;0.7310666156052607;0.7122175912145512;1.5474089158609177;1.58858348901533;1.58858348901533;0
34.74914281282552;2.0;2.0326022038160088;1.233084512626826;0.8296750341043586;1.2605400147638035;;1.0730620321081257;0
32.158094100575426;2.0;1.5533594592034097;0.4842503737751952;1.8749288739448116;-0.15681125841476296;1.1299322845878306;1.1299322845878306;1
31.761251662957548;4.0;2.5097793677328153;-1.722165878595698;3.069570394588231;-1.265171913212468;3.1308555351523033;3.1308555351523033;1
34.68708366218724;3.0;1.0517920990152685;0.8988011660656274;0.22736258616610583;2.2271261521419725;1.6653659676268138;1.6653659676268138;1
33.61911448577991;2.0;1.041933695945612;0.9186793334087658;0.7391338262502885;1.4303106903292082;1.285950507284844;1.285950507284844;0
34.97973424682229;2.0;-1.6556527644301644;2.5242921571992203;-2.048207615824945;5.064974076725871;0.7069803296716828;0.7069803296716828;1
34.234566416843464;1.0;-0.1867753444504432;3.1771338111128338;;;-0.6272386015093949;;0
33.036497619948356;1.0;0.4490322493629251;2.1268503483382295;0.4274988686331235;1.5038220914393243;-0.06190325620904069;-0.06190325620904069;1
32.504289997652485;4.0;0.7099515567007646;-1.6393021366044875;1.4401797762981494;1.1055195243960974;3.755603329092905;3.755603329092905;0
32.565124109611304;2.0;0.5136452075118039;0.9113988733679381;0.8870187356660745;1.1691103142259545;1.0740289066335693;1.0740289066335693;1
